gene_or_protein,study_bias_score
CCSER1,7
STK3,79
VPS4A,27
ARL4D,18
FAM153A,2
RPL18A,133
ASB8,9
RPS12,23
STX1B,34
STRN4,78
ING3,37
USP5,17
PIGQ,11
MYBPC3,18
SERPINA5,13
AMY2B,1
PAM,12
ERH,47
AKT1S1,10
BFSP2,62
KRTAP26-1,80
WFDC5,4
KRTAP13-3,65
SCN2A,3
POLR2I,27
EIF2B5,26
PCGF1,43
SPIN3,5
TRABD,11
MPP4,1
SPANXB1,5
TEKT5,43
KHDC3L,1
ZNF449,6
PCDH17,11
MUS81,13
CYB5B,57
PEX11B,7
TNFSF14,21
EFCAB14,3
COQ4,13
CEPT1,25
LPAR4,32
B3GNT2,22
PRMT2,48
BCAP29,5
EPB42,6
GPR25,31
EPHA10,5
CABP5,33
CYRIB,12
FST,15
APOBEC3C,21
ZBTB5,14
CRCP,13
H6PD,3
USP18,20
KIAA1217,26
FLVCR2,1
SLC2A2,2
CFAP97D1,5
COL22A1,1
CDCP1,13
EVA1C,27
FUS,192
NET1,13
TMEM154,9
DOCK2,42
GABRB3,5
CRADD,14
LGMN,11
HMBOX1,105
FAM210A,4
KRT27,137
PLBD1,12
SASS6,75
RAD51AP1,11
MKNK1,27
ND2,9
YAP1,93
GPRIN1,13
HSPB1,307
BSN,4
ANTXR1,45
NF2,62
SPATA2L,8
TNKS2,27
NKX2-1,9
FIG4,4
TYW1B,11
CYBB,3
PRKG2,3
HAGH,25
ADPRH,5
PHETA1,17
BEX2,80
CSDC2,5
WAPL,38
DPH2,14
JPH3,6
CXCL2,16
SNRK,4
DNAJC4,2
VRK2,40
PHB2,98
RASD2,4
NUP85,33
UBE3C,13
GRWD1,27
F9,32
PRELID3A,1
OMD,4
HDGFL2,33
NIP7,26
TADA2A,51
SEC13,71
RHBDL1,14
MCCD1,25
HMGN4,5
PDPR,20
WDR73,12
CCDC85C,44
SPTAN1,92
CHKB,1
TNFRSF21,8
MTRF1L,6
OPN3,4
ZNF317,24
HMGN3,4
ITIH3,4
MYOD1,13
XYLT1,3
PPIAL4A,6
PRUNE1,10
EEF2KMT,16
ECI1,6
FAM102B,4
LIPG,21
TNFRSF17,17
SELENOT,11
ISLR,38
ZNF562,9
THBS4,1
ZNF800,15
PDCD4,21
DCANP1,3
FAM221A,14
ZNF230,9
SLC44A2,4
ZNF461,2
UNG,6
AP4S1,19
JPT1,5
DLL4,1
PHF11,5
ZNF236,1
SMPDL3A,2
CREBBP,60
LRRC49,36
TAF4B,6
C16orf54,9
WT1,24
PAFAH1B1,27
SNAPC3,12
MRPS21,25
OPRD1,9
HNF4A,18
POLDIP3,32
SLC16A6,5
NUDT8,8
TGOLN2,437
TUT7,16
SOWAHC,2
EIF4G3,28
PCDHB15,19
SFSWAP,14
POLR1D,10
FATE1,92
GABRR1,1
BLNK,10
ADGRG7,3
TTC1,33
TIPIN,15
PRDM14,77
NEIL3,16
STAU1,115
RELCH,6
ARNT,21
MED24,40
HNRNPH2,83
KAT2A,33
ZNF667,2
TSC22D4,49
TRAF1,244
GALR1,4
HEXIM2,63
PDK3,40
PDCD5,27
SPN,10
LHFPL4,5
FAM174A,82
GATA6,2
ASAH1,22
CCR10,7
FUNDC1,15
RBM15B,22
SNRPD1,59
LSM12,24
DCAF15,12
MANBAL,23
STS,22
SLC35B4,32
ARHGAP11A,18
MTR,16
TESMIN,2
BRF2,55
TAMM41,20
GPKOW,56
TMEFF2,9
SLC35A4,25
AHCTF1,10
SWSAP1,11
KIF21A,44
SLC12A5,4
RIMKLA,3
EFNA1,10
DDX59,1
CCNDBP1,117
MOB3C,17
RSL1D1,42
LRR1,20
RFC3,33
ZNF44,2
CLCF1,2
ANK3,29
IL27,1
ZNF480,2
NELFCD,29
MKKS,11
ICMT,15
PDCD7,16
RPL35,48
GOLGA3,33
LIM2,1
RPP38,29
STX19,23
UBE2E1,66
RAB19,6
PCGF5,38
WBP1L,3
LAMP2,47
ITGB2,23
PPP2R5A,29
MTA1,79
DCAF4L2,5
BRMS1,48
TMSB4Y,1
TRIM17,22
NOXA1,48
PRR32,4
ZSCAN30,11
HMGB1,214
MAPKAPK2,10
STYK1,2
ASNS,19
DSG2,33
MYADML2,11
ZNF565,1
TTI1,31
TIFA,20
ZNF35,30
KIF1B,48
ATG7,34
MCM8,20
GHR,14
AOC1,10
GCHFR,12
TMPRSS3,30
GBP6,3
TMBIM4,34
DHCR7,17
PGLYRP1,3
GPR155,1
COQ8A,60
CRHR1,4
PTPRU,13
PRAF2,45
ABCG2,10
MEOX2,179
REX1BD,13
SPPL3,16
UBOX5,17
TSEN34,4
MORN3,68
HLA-DQB2,5
AKIRIN1,4
PTX3,17
VAC14,116
ZNF274,10
PDP1,18
LITAF,60
FMO5,5
DNAH5,1
NUDCD2,35
EML3,12
C9orf153,1
MRPS36,11
TMEM176A,11
LCE2C,81
PREX1,7
TNNC2,6
NUCKS1,7
GPBP1,29
HNF1B,11
CYP2A7,2
SETD6,2
BOD1L1,28
OTUD6B,7
SGO2,43
IL4R,27
ALDOA,53
DDX55,13
HPCAL1,46
MMP9,13
POP5,19
MTF1,1
C1orf216,68
DOCK5,67
IRS2,16
CALCOCO1,28
GAPDHS,50
DNAJC1,28
GALNT18,12
TRMT5,4
F5,5
USH1C,27
DYNC2LI1,12
UBE2T,21
PROM1,30
ATP5PB,63
FGFR4,34
SCO2,26
GTSE1,134
PKD1,6
PTPN20,1
NF1,20
PRKAA2,131
MTMR7,8
LSR,34
RDH10,4
KCNK5,26
TAF8,24
IPO8,56
TNNI2,16
KERA,14
NGEF,22
ZMYND12,80
BMP4,15
HSF2BP,273
ACTG1,88
SAMD11,26
CDKN2B,20
ASPH,99
MED27,26
SMARCA1,31
SLA2,5
ZNF860,2
C20orf194,2
PHLDA3,94
CXCL5,14
MFAP3,34
ACY3,18
GBA,29
ADCK1,33
KCNK7,1
C6orf136,3
CD226,3
SPTB,17
EFTUD2,73
UXT,60
ARHGAP21,38
ABHD6,8
HCFC1,64
ZDHHC11,12
DUSP9,9
UBA3,17
HORMAD2,1
KLHL20,54
MTHFD2,21
PLA2G4F,1
MRNIP,10
TMEM60,95
TNFRSF10A,78
SFTPC,44
HORMAD1,1
EIF5,10
SP7,5
MT1H,2
AQP1,126
FBXL3,10
AIDA,17
FLOT2,47
TUT1,25
TMEM44,6
IL6ST,18
APOL5,7
B4GALT5,17
USP1,32
PLEKHA2,20
FAM81A,7
ID3,30
KRT8,44
AGBL5,5
TGM7,19
ZYG11B,37
PDE4DIP,136
NDE1,41
RGCC,4
SIRT5,15
XRCC5,117
MEIOB,1
LYZL2,54
ZNF415,3
MTTP,1
GPR158,2
NADSYN1,14
MAP3K13,5
IQGAP2,22
SP3,13
KMT2D,20
DOLK,30
FAM13A,17
ANGPT4,1
AMACR,3
ACBD3,42
PPP6C,43
HSPD1,405
ZDHHC3,3
CD99,5
MAN1C1,2
PYHIN1,121
PDE1A,2
CLEC4D,4
FOXRED2,11
SLC22A11,1
ZNF646,12
INTS6,24
C2orf73,3
COG6,123
KDM4B,17
DCAF12,15
ATP1B2,3
TOMM34,20
AK1,18
MSL1,17
SGTB,182
EVA1B,5
COL8A1,62
NYAP1,2
BCL2L2,57
CNTNAP4,6
G6PC3,4
MSLN,2
CDK10,17
NDUFAF8,24
F11,4
CPSF6,54
EWSR1,82
UNK,5
EHD4,33
CDKN1B,47
TRAPPC12,19
FAM241B,43
DDX24,83
FRG1,15
RBP4,12
IL2RA,2
NXPH4,1
RNASEH2B,32
GK,30
PYROXD1,1
RIPOR2,5
TTC19,69
FAM122B,19
SLC22A9,65
PCSK9,3
KIN,2
SNPH,4
CARNS1,3
COMMD3-BMI1,1
DUS3L,7
CD300LG,6
DOCK3,12
HEATR1,34
HMOX1,44
KXD1,37
TUSC2,7
HSPA2,50
MEX3B,8
VASH1,6
RS1,3
ROPN1B,2
KRT74,15
PTH1R,36
IFT122,21
KYAT1,6
TOB1,31
GABRB1,2
RBM12,23
PTDSS1,11
FHOD3,1
MINK1,13
BBS10,18
TMUB1,14
KCTD3,31
AAMDC,4
GNB2,115
TTC39C,1
CIDEB,66
HSPA12A,25
LETM1,37
TMEM87B,2
NEUROG1,2
A1CF,22
F8,5
PTK2B,23
UNC13D,1
POLR3E,48
DSCAML1,3
VGLL2,1
GNPTG,6
SLCO4C1,1
LIMK1,28
ZNF613,5
ACMSD,4
GPX3,1
PPTC7,45
ZNF714,2
SERPINB2,47
ADGRG5,78
ARHGAP39,12
AGMO,1
PKDCC,1
ABHD12,10
MAF,6
NRN1,23
TM9SF4,30
COMMD7,14
REPS2,15
NT5C3A,44
CHEK2,101
FBXL13,3
NOX1,4
STAR,10
MORC2,11
TAS2R41,15
EGR3,2
PDCD2L,23
RRAGA,15
TMEM143,19
ZNF665,1
TAF5L,26
GTF2A2,6
HAO1,2
HOXA2,1
CSRNP2,3
ZNF443,1
VIP,11
SGSM2,17
TAF6L,29
CCDC69,2
MEN1,28
PDE6H,5
PLAC8L1,1
SDCCAG8,26
DYM,16
CEACAM1,9
CETN2,49
MST1R,9
SPOCD1,2
B3GALT4,3
MAP4K3,13
NABP1,21
LMTK2,26
CDK13,42
APOL1,1
SHTN1,23
MTFP1,10
TLE2,7
C12orf57,5
PARP14,3
CPNE5,30
BTBD6,9
TMEM186,23
ACSF2,29
UBE2Q1,18
PIK3R3,145
DACH1,25
VPS37D,13
FAM76B,18
OXLD1,34
DHX35,25
ZIM2,40
ATF7IP,67
CTLA4,8
RGP1,5
STAT1,69
GAS1,1
CCND2,11
CABYR,3
IRF2,74
CFAP45,2
HLA-DPB1,16
KCNJ2,11
ELFN1,2
MDN1,34
IL34,3
KLHL22,47
LDHA,46
CDK5RAP1,16
SCRG1,4
PCMTD2,7
F11R,22
BORCS8-MEF2B,8
TAF1B,18
C20orf27,5
LYVE1,20
RANBP17,1
SLC6A2,1
SLAMF6,14
EP400,33
TUBA3E,18
CLASRP,24
MSMB,1
ELOVL4,91
TFF2,1
MT1X,2
ZMYND8,41
APOBEC3G,6
ZNF2,72
SOX7,4
WNT9B,4
LRRC66,1
HLA-DQA1,7
DALRD3,10
GAS2L2,40
CLEC11A,31
PCDH1,11
ASAP3,17
MAP1LC3C,71
SPART,48
PLA2R1,1
FAM72A,2
CPLX2,12
TMEM120A,35
ERCC2,22
DEFA1,86
URB1,32
LRRC36,8
CA5A,2
CTXN3,57
CRIM1,2
BEND2,6
MBLAC1,3
AP1S3,4
IFTAP,9
FCRL6,1
USP46,29
KRTAP23-1,7
DIS3L2,4
ATP5F1D,53
NOP53,99
ANXA5,13
BCS1L,21
EXTL3,24
CBR1,47
CCDC120,142
SH3BP1,12
PAIP1,23
CAMK4,7
RNF157,1
BMP1,42
MAP1LC3A,386
AFF2,4
FURIN,10
WDR24,19
SMAD1,82
PLEK,10
SPAG1,3
MITF,9
P2RY12,47
OR3A2,1
LMF1,1
PRRT1,3
ME1,12
RPL14,101
KANK1,17
HEBP2,4
PSMG1,17
ZSCAN22,33
MED21,92
VPS16,35
LIPM,1
GLOD5,1
QPCTL,15
DEXI,7
CNEP1R1,2
FAM169A,7
ZFAND1,1
CPNE2,54
SENP7,10
TFCP2L1,1
NDUFS2,64
LRRC58,4
CFHR1,13
TP53TG3,1
DLG1,101
GPR119,1
POP4,38
EPHB6,26
PPP4C,45
PRPS1,37
CPN1,5
SULT1E1,10
STRIP2,19
DEFB118,1
MLEC,17
SH3BGRL2,5
MRPS16,29
ZNF776,1
EMX2,2
KCNJ11,13
ATG13,21
PPP4R3A,42
RNASE9,1
DLAT,31
ZNF711,5
ZNF746,19
EVI5L,26
ETNK2,9
KCNJ4,3
INAVA,43
MATK,8
PPARGC1A,10
COPG2,18
PPIG,42
DLGAP1,13
STX6,65
TVP23C,12
PAPPA2,3
TMEM68,8
PDK4,4
SLURP1,3
SNAP91,10
ENTR1,42
IFT172,28
KLHL5,7
SLC35B1,20
AIF1L,6
SSTR1,1
TXNL4B,12
TEX101,2
PLXNA2,33
LEMD1,12
DPPA4,50
RHOBTB1,16
TTF2,55
ZNF518B,4
GCGR,1
TYMP,17
HNRNPA2B1,97
UBXN10,6
MID2,235
INTS1,20
UQCRFS1,27
FAM3D,1
FBLN2,10
SPEF1,4
FAM171B,10
PRDM15,8
KIF2C,60
EAPP,21
KIR2DS2,19
YTHDF3,23
ELFN2,1
IL7R,12
MET,27
EHD1,25
HM13,18
C14orf119,52
KMT5A,2
SMAD4,102
CNIH3,25
FAM110B,7
MS4A3,37
XIRP2,5
LMOD3,1
TTC31,3
PHOSPHO2,10
UNC5C,3
POLD2,19
HOPX,4
CEP120,92
ARX,17
VEGFD,5
ATP2C2,1
SUPT3H,9
TACC1,42
FAM124A,28
MAGEB18,7
E2F3,128
AIMP2,76
PSMB8,21
FNBP4,9
KRTAP10-7,265
C4BPA,5
RASSF2,29
SUMO4,2
TMEM43,37
SLFN11,5
FCF1,55
MAOB,5
RPS20,48
ARID2,22
ZC3H4,12
TOP3A,33
SHCBP1,23
EXOC7,53
CRISP3,1
APOB,30
RNASE13,6
CCL11,25
FKBP1B,9
ZNF423,13
RALY,88
FOSL1,16
CRYM,6
CRCT1,51
TIMM10B,11
EIF3B,51
EML4,23
ABHD12B,1
EPHA4,68
A2M,68
CINP,42
ABL1,208
CLCN3,13
GPM6B,5
GOLGA8B,1
KIF4A,15
SEMA4B,1
ZNF675,3
C1orf198,13
RABGEF1,66
WASHC4,13
WASHC3,92
PIK3IP1,7
DCAKD,15
PLEKHA6,6
GTF2E2,84
NLRP14,1
BOLA2,42
DLG3,46
SESTD1,21
THEM4,20
DIAPH2,2
SHPK,6
KCTD5,12
GNL2,60
COL7A1,8
SRSF3,67
PKN2,64
SLC66A1,10
SETD4,8
PCNX4,3
CHGA,7
ZFP36,12
MORN4,27
GMPPB,10
RTL1,1
ING1,11
SOGA1,28
ICE2,27
GTSF1L,2
MCRS1,149
PI4KA,66
GUCY1A2,8
ADCY3,12
THBS1,18
GON7,3
MVD,8
COQ5,23
KCNA5,36
TIPARP,1
KLK5,40
NUDT10,8
NID2,15
NDUFS3,178
CNTNAP1,14
DACH2,5
PARP2,34
AADAC,1
GNL3L,36
SMARCAD1,18
LGALS14,48
GLRB,11
ZNF821,5
CDC20B,29
CSN1S1,14
ATG3,31
CEACAM6,33
ERF,22
DSE,9
B3GNT9,2
MRTFA,12
ADAMTS6,1
GPR137B,8
TIRAP,33
ZBTB8OS,4
VAMP3,108
QTRT1,16
AHNAK2,29
JKAMP,3
PIGW,8
CETN1,41
G3BP2,50
IDH3A,15
GPR21,73
CLDN8,10
ZYG11A,6
C5orf60,6
TRRAP,64
FCHO1,46
C9orf40,5
DUX4,172
PKHD1,1
OR10G4,1
RIC1,3
FMN2,11
RPS19,40
GPR37,55
TMEM131L,4
KRTAP19-1,40
FAM229B,2
LSM4,29
SHLD2,9
ATAD3C,8
LAMB1,32
ZNF652,5
ITGB1BP1,13
ADAM32,22
SND1,32
RENBP,2
BNIP3,63
SIGLEC12,21
SMYD2,40
RDH13,21
TONSL,25
GPNMB,6
MTNR1B,131
PARP11,12
ATP8,21
CALCA,5
RPL5,69
ZNF212,39
CERK,56
VSTM1,27
HYLS1,4
TMOD2,13
CCDC124,22
VAX1,13
ELF1,5
PEX1,9
KIAA1522,11
ASPRV1,9
ZBTB33,37
ZFPL1,82
NKIRAS1,3
KLHL10,38
BTBD3,13
SNAPC2,1
ZFYVE28,1
DCBLD1,4
LGALS12,3
ZMAT4,20
CSKMT,6
GALT,8
KRT36,59
RGL3,6
PNMT,3
MRM3,63
SERTAD1,29
CLTRN,3
TAC1,7
PMS2,23
C12orf40,5
UBL7,18
TCP11L1,26
TAP2,18
HIRIP3,7
SLC6A12,3
CEBPZ,53
SH3BP5,20
WIPI2,43
ROGDI,11
SPINDOC,10
CYRIA,1
SLC2A5,19
AMER3,3
SPSB1,15
MCMBP,42
DENND4A,14
ZNF20,38
DHX29,13
FEM1B,38
CCNQ,10
WASL,48
XPO1,59
CEP135,168
CDH13,31
SLC1A4,5
BSG,106
RAP1GAP,8
AGAP2,2
ABCC8,3
TMEM109,31
SAP30,32
STK32C,4
SPANXC,1
RBM22,39
TXLNG,27
CHRNA7,8
IAH1,4
PIP4K2A,93
DLX6,1
VSIG4,37
PKMYT1,27
PSMB5,47
SLCO6A1,12
GSTT1,12
PIAS2,88
DUT,19
LETM2,1
BLOC1S4,8
ND3,2
PPP1R35,7
GZMB,2
KCTD17,49
NAXD,25
ERG28,119
EPHX4,1
PLPPR2,38
ARHGEF4,12
CNNM4,11
CAMSAP3,26
ARL16,8
NGRN,32
TTC34,2
AOC3,16
C1QB,13
TBPL1,15
KPNA5,18
MAGEL2,3
CCDC149,3
WDR17,1
MC1R,3
ABCF2-H2BE1,1
PPP1R26,7
CARS2,10
RPS16,75
TEC,11
IDH3G,8
HSFY1,34
ZNF623,1
JMJD1C,15
TAF7L,20
RNASE6,1
IK,52
FABP2,2
NAT9,14
POGLUT2,4
THAP1,92
CST4,31
UGT8,23
NRDC,39
U2AF1,65
FEN1,43
KDM1A,291
S1PR4,3
GSG1L,2
BORCS7,4
PGR,12
RNGTT,12
AIPL1,18
APOBEC3A,4
TCF4,245
PARL,11
SLMAP,59
CCDC148,9
TCP1,159
ADAL,1
SHD,7
TRIB2,20
FMO3,4
SMARCE1,105
SEZ6,3
GPD2,18
UTF1,2
CLSTN1,29
SULT4A1,11
ITGB3BP,72
CLUH,23
PPP3CB,30
NDUFV2,43
NR4A2,17
RPL23,87
TRIM71,14
BBS9,19
TGFB1,82
SI,1
LRCH2,20
TRIM2,27
SLC43A1,4
CCDC65,5
SHISA3,6
PCSK6,6
CCDC179,2
NFKBIE,51
CLC,2
SEPTIN1,32
FYTTD1,44
WFDC2,31
CPA2,7
LANCL1,27
GFI1B,69
NLGN4X,2
ZC3HAV1L,7
APH1A,24
ZNF7,7
HAL,30
WFDC10A,2
CH25H,4
CD53,72
C1GALT1,5
AARD,15
CSNK1G1,12
ERICH2,4
LAS1L,32
ZFP2,11
EIF4B,26
CRAT,8
FAM214B,56
METTL7A,5
ARMCX5,3
PCDHGA11,8
IGSF8,26
AICDA,30
IL1RL1,15
CIT,7
PDIK1L,8
SELENOS,4
QSOX1,15
KCNIP4,16
AKR1B15,3
MED14,42
TYK2,59
EIF2B1,47
LRIG1,19
COTL1,7
SPPL2B,98
PRAMEF4,1
SAXO2,2
DNHD1,1
HSD17B11,66
TMEM71,5
IFNW1,1
FBLIM1,12
CAMK2G,38
RHEX,19
ADO,8
ADCY1,1
TMEM41B,5
PTK7,39
DEFB108B,3
RPRM,81
NDC1,32
DCP1A,40
TSPAN5,78
MESD,80
SLC16A3,13
RNF185,41
FMN1,4
TAF11,10
CERS6,18
FILIP1,2
KLHL21,13
ARHGEF15,3
NCOR1,71
INTS10,14
SEPTIN12,21
BRI3,2
PNRC2,16
MGAT4A,1
SNX2,35
SEZ6L2,5
EFL1,5
DBF4,6
EFNB3,25
WDR18,31
FARS2,85
EMC9,10
RAI2,11
GPI,13
CGGBP1,30
NOL8,24
SPRY1,74
NCSTN,68
BORCS6,79
SUOX,83
FNIP2,1
MYO5B,35
RGS13,5
ADORA2A,17
GNG11,8
ZNF26,5
SPACA7,1
TRIM68,39
FBXO4,14
NPHS1,5
GALNS,28
ZNF17,13
KRTAP21-2,28
ELAPOR1,4
TRIM13,19
PARP16,18
IL12RB1,13
GNAO1,22
COL19A1,1
DPY19L2,1
YWHAH,461
SSX4,2
DPY19L3,8
PIK3R1,191
BEX3,28
C1orf87,16
TRIP13,115
CLDND1,23
RPS4X,62
FBXL17,11
EIF2B2,38
MS4A6E,2
LIN37,37
C18orf25,31
IFI27L1,1
NCOR2,45
TRIM72,13
CLEC3A,41
PSKH2,8
EGFR,467
EML5,3
TRPS1,18
RIBC1,39
CRB1,8
HSPA14,16
POGK,7
CCNK,39
TMEM258,6
RPL11,65
MYT1L,6
TXNDC11,31
AXL,5
ADIRF,4
RNASE3,13
COPS5,676
ZDHHC17,223
NT5C,11
DAZAP1,23
STEAP3,25
WNT7B,3
RCC1,73
ARID5B,15
RHO,2
PPM1M,5
ACOT7,35
MRAP2,66
NKX3-1,15
SLC5A6,3
H1-3,21
THBS3,38
LTBP1,31
MSS51,22
THEM5,3
ZNF28,2
IER2,20
ASS1,23
ATP5F1C,93
CRLF3,24
SCN11A,1
MPV17,2
VWF,8
PBLD,14
HLA-DQB1,2
PSMG4,14
ZNF416,6
PNPLA3,2
RPL34,22
LRPPRC,84
ANKS6,26
TMEM178B,2
DAB2,42
PLP1,94
RP2,28
TRPM5,1
DBR1,8
DNAJB2,24
MTF2,29
CTAGE6,2
PYCR2,42
FEZ1,58
CHSY1,13
HOXA10,10
PPIP5K2,13
CEP290,111
TSLP,2
GABRA1,1
NTS,3
LILRB5,1
KIAA0232,30
C15orf65,1
ICA1L,9
KIAA0513,2
CRTC2,23
DIXDC1,13
NEUROD1,5
LONRF1,92
RXFP1,4
FAM187B,10
CASP8AP2,12
C1orf74,6
DISP3,4
SEMA4F,8
DLX1,1
CDC16,120
OTOR,2
MYO9A,19
AURKC,16
BCAT2,7
KRT5,45
CCT3,207
GAST,28
RECQL,36
BCL2L15,10
NR1I3,15
MSX1,2
GATA2,31
CA11,4
POLR1B,20
VSX1,7
SYTL5,7
MYH11,48
C19orf47,11
PLEKHA5,49
GGA2,21
FAM53B,7
ZNF165,42
CACNG5,39
NRM,59
GPATCH2L,54
ATP13A4,1
C4orf19,9
UBA6,16
SPATA21,1
ENTPD5,4
ULBP1,7
ANTKMT,24
SPATA31E1,1
OSBPL11,12
MAPK15,13
GREM1,4
HDAC7,58
PNLDC1,12
FAM161B,73
PPP1R32,70
C8orf48,5
SPIN1,21
PTPN6,56
GNPDA1,11
RBM28,64
UBB,177
ZFP57,8
WDR45,17
CYBC1,65
JAML,2
WDR43,14
RCC1L,18
HOOK2,116
DZIP1L,10
CIRBP,48
TFPT,46
COX2,25
RMI1,18
STYX,42
RANBP1,31
GPC6,9
ANG,122
FGD5,3
C6orf58,4
RWDD2B,21
TFAP2D,58
IGF1R,57
ATF5,11
MMP14,24
ITM2C,14
PPHLN1,46
MAGEE2,3
ALOX5,52
KLF5,4
COPZ1,10
PACS1,14
CIAO1,72
CAPRIN2,5
FSCN2,4
SMAGP,36
CRACR2B,13
CHMP2A,33
ZFYVE1,11
TMEM171,44
C18orf21,19
RRM2B,18
MPDU1,9
TRA2B,54
ZNF114,17
FGGY,2
GAS6,22
ASB9,16
DAGLA,11
CHPF,7
FDXACB1,8
MOB2,20
FCHO2,23
CCL26,21
TPTE2,25
CDKN2D,48
SLCO1B1,9
CCR2,42
NR2F6,24
CASZ1,10
MCM7,182
SNX19,6
KDELR3,17
IL21,2
KCNF1,9
IL9R,11
RPL26L1,111
MAP1A,18
BHLHB9,54
ALKBH3,13
MELK,17
SLC6A4,2
CLDN3,2
C9orf64,4
TRADD,97
NMNAT3,4
FGFR3,33
KRTAP5-8,3
SLC25A30,10
PDZD8,32
TMEM59L,10
C11orf49,28
POLR2J,34
RAB2B,37
SH3PXD2B,10
SLC5A2,1
FAM32A,4
VSX2,12
DGKA,1
PRPF3,87
ZNF649,4
VHL,247
PKM,84
MANEAL,17
HLX,20
UBE2E3,79
INSL5,53
PHACTR4,23
TAF4,21
RAB42,1
SGIP1,2
TNFRSF10D,66
MTMR1,20
FANCD2,37
ACTL6A,62
ZBBX,24
CDK5,53
ABI3,66
KCND2,10
SEC63,28
IGFL1,3
NDEL1,143
FAM160B1,3
RANBP3,11
ADSS2,13
TSPO2,55
LDLRAD1,34
CCDC80,6
OSBPL6,24
SIGLEC11,3
SLC7A6,3
ITGB5,51
CENPK,13
MYEF2,35
MCRIP1,4
JUND,31
DYNLT3,13
ARHGAP12,9
KIR2DS4,3
NKD1,15
GNG8,1
KIF11,92
NTAQ1,398
CPPED1,1
SYNDIG1,16
ZFPM2,3
TRIP10,35
ALG12,7
PUM2,16
TBCCD1,12
HTR2C,117
FTH1,74
CNIH4,10
ATP7A,16
SLC43A2,6
EML1,10
TMEM213,5
UBXN2B,21
MRPS10,33
RBM24,25
NAA38,7
STRIP1,38
MARCHF3,10
PAXX,7
TENT2,4
SLC22A16,28
KIF7,59
HTN3,2
C2orf49,6
CD2AP,56
DNMT3L,5
HAUS5,41
GPIHBP1,1
TGFBR2,39
SCN9A,1
FAM122C,1
SPRYD4,18
HIP1,37
SFR1,12
SHOC2,10
SLC49A3,1
NUTM1,20
CDSN,14
POLR2G,84
FOSL2,61
CCDC138,45
CCDC167,41
KCNJ10,10
VPS9D1,29
ERI1,5
RNF41,59
ZNF721,1
PIGF,8
PAN2,15
ST6GALNAC4,2
NFYB,7
NIM1K,1
OSTC,16
ALDH1B1,21
POGLUT1,22
ITGA1,8
RNMT,19
KSR1,348
SIGLEC7,7
ZNF3,21
CHST14,5
ANXA1,82
POU2F3,1
DCTN2,76
RBM3,43
CHIT1,4
LUC7L,76
ZBED9,6
MANEA,16
ZNF329,22
SYCE1,47
SLX4IP,26
SEMA6A,15
ARHGAP19,14
AKR1D1,7
MAST1,36
RTL4,1
ZNF70,7
LDOC1,91
DEFB121,18
ANKRD27,16
MAB21L1,11
SH3BP5L,27
NOL4,13
CALM1,138
MYF5,25
NME5,3
CLDN23,1
NQO2,11
DCN,9
ZP4,12
P2RY8,17
LRRC14,5
PMEPA1,7
BCL11A,19
PATL1,19
H2BC5,252
MKS1,79
EDIL3,8
NUS1,23
KCNAB3,7
UBN2,14
PHACTR2,16
PTPRD,54
MOSPD2,20
IARS2,59
RAB10,38
RNF146,16
NDUFA5,56
PNMA2,51
PLEKHF1,5
RAB8B,23
GSG1,10
MYL12A,63
MYBPC1,16
TXNDC17,9
PDE9A,34
TUBE1,5
CA13,2
KDM8,8
TYW5,8
CDKN2AIPNL,12
HASPIN,23
ASB4,3
UTS2,3
TDRD9,10
SLC8A1,2
PHLDB2,25
TMEM219,14
POR,10
ATP6V1E1,22
TAPBPL,9
GLCE,15
PLK3,7
ZNF836,1
FASN,84
WNT4,14
LYPD6B,1
ATP4A,11
TMEM121,13
LGALS4,16
BATF,16
ANO4,1
FAM170A,12
LAGE3,28
PORCN,2
CEP295,15
IPO7,59
ENPP7,14
TEPSIN,144
SRFBP1,9
CYTH2,17
OVGP1,1
NUDT3,38
MC2R,2
ZNF691,6
NOG,2
ZBTB49,10
LHFPL1,5
TBK1,112
BCAR3,74
COL24A1,1
HACD3,46
CD81,108
TK2,3
UBE3B,4
OR1L3,1
NDUFA8,61
ITPR1,20
FAM71E2,1
MPC2,27
NDUFA9,72
DPY19L1,18
ZNF581,92
BAX,48
TOR2A,3
METTL27,31
KCNA10,21
TMBIM6,84
SAP30BP,28
NFASC,8
PRPF4,85
PLA2G6,13
TFF3,3
KRTAP4-12,81
HBP1,10
PCDHA2,2
TUBB4A,90
ACO2,7
CCL15,1
KIAA1549,17
WDR5B,24
NR3C1,68
RXFP3,8
KLK9,10
PBK,27
PLEC,67
H4C7,8
CEBPA,19
PEAR1,3
GALNT12,31
TENM1,1
UBQLN1,180
NUDT19,22
MAP7,31
ZNF625,5
DNAJC3,5
SLC25A19,11
SPATA5,10
CTSV,32
RMDN1,4
RGS20,101
BRINP1,14
SYNC,41
DPCD,9
ARC,10
PLG,10
TBC1D1,34
SEMA4C,19
LIG1,6
ADAMTS12,14
ADAMTS4,23
HSD17B12,17
EPPIN,2
SOAT1,156
SEC24A,21
AASDHPPT,21
MSANTD2,1
ZWINT,89
TMEM231,29
LSM5,40
TRPM7,12
GPC3,20
BCL3,9
FKBP6,62
FGFRL1,21
ADPGK,28
TCTA,7
IFNG,2
CLCN5,4
CUL7,24
REEP6,63
HIKESHI,12
TGM3,18
